time_s,time_h,moisture_0_cm,moisture_0.5_cm,moisture_1_cm,moisture_1.5_cm,moisture_2_cm,maximum_moisture,maximum_radius_cm
26820.000000,7.4500000000,0.8054432701,0.7821932737,0.7118467766,0.5904896705,0.3937743365,0.8054432701,0.00000000
26880.000000,7.4666666667,0.8033981266,0.7802032525,0.7100176662,0.5889095734,0.3924238151,0.8033981266,0.00000000
26940.000000,7.4833333333,0.8013607689,0.7782208387,0.7081956491,0.5873357851,0.3910783204,0.8013607689,0.00000000
27000.000000,7.5000000000,0.7993311667,0.7762460028,0.7063806982,0.5857682823,0.3897378339,0.7993311667,0.00000000
27060.000000,7.5166666667,0.7973092901,0.7742787156,0.7045727864,0.5842070415,0.3884023371,0.7973092901,0.00000000
27120.000000,7.5333333333,0.7952951091,0.7723189479,0.7027718866,0.5826520395,0.3870718118,0.7952951091,0.00000000
27180.000000,7.5500000000,0.7932885939,0.7703666705,0.7009779720,0.5811032531,0.3857462397,0.7932885939,0.00000000
27240.000000,7.5666666667,0.7912897148,0.7684218545,0.6991910157,0.5795606590,0.3844256025,0.7912897148,0.00000000
27300.000000,7.5833333333,0.7892984421,0.7664844710,0.6974109911,0.5780242343,0.3831098823,0.7892984421,0.00000000
27360.000000,7.6000000000,0.7873147464,0.7645544914,0.6956378715,0.5764939560,0.3817990609,0.7873147464,0.00000000
27420.000000,7.6166666667,0.7853385984,0.7626318868,0.6938716304,0.5749698012,0.3804931204,0.7853385984,0.00000000
27480.000000,7.6333333333,0.7833699687,0.7607166288,0.6921122414,0.5734517471,0.3791920429,0.7833699687,0.00000000
27540.000000,7.6500000000,0.7814088283,0.7588086889,0.6903596781,0.5719397710,0.3778958106,0.7814088283,0.00000000
27600.000000,7.6666666667,0.7794551479,0.7569080389,0.6886139144,0.5704338501,0.3766044058,0.7794551479,0.00000000
27660.000000,7.6833333333,0.7775088989,0.7550146504,0.6868749240,0.5689339620,0.3753178108,0.7775088989,0.00000000
27720.000000,7.7000000000,0.7755700522,0.7531284953,0.6851426810,0.5674400842,0.3740360080,0.7755700522,0.00000000
27780.000000,7.7166666667,0.7736385791,0.7512495457,0.6834171594,0.5659521941,0.3727589798,0.7736385791,0.00000000
27840.000000,7.7333333333,0.7717144512,0.7493777736,0.6816983333,0.5644702695,0.3714867089,0.7717144512,0.00000000
27900.000000,7.7500000000,0.7697976398,0.7475131512,0.6799861770,0.5629942882,0.3702191779,0.7697976398,0.00000000
27960.000000,7.7666666667,0.7678881165,0.7456556507,0.6782806649,0.5615242279,0.3689563693,0.7678881165,0.00000000
28020.000000,7.7833333333,0.7659858531,0.7438052447,0.6765817712,0.5600600665,0.3676982661,0.7659858531,0.00000000
28080.000000,7.8000000000,0.7640908214,0.7419619055,0.6748894706,0.5586017820,0.3664448510,0.7640908214,0.00000000
28140.000000,7.8166666667,0.7622029934,0.7401256058,0.6732037377,0.5571493525,0.3651961070,0.7622029934,0.00000000
28200.000000,7.8333333333,0.7603223409,0.7382963183,0.6715245471,0.5557027560,0.3639520170,0.7603223409,0.00000000
28260.000000,7.8500000000,0.7584488361,0.7364740157,0.6698518737,0.5542619708,0.3627125640,0.7584488361,0.00000000
28320.000000,7.8666666667,0.7565824514,0.7346586710,0.6681856923,0.5528269751,0.3614777313,0.7565824514,0.00000000
28380.000000,7.8833333333,0.7547231590,0.7328502572,0.6665259779,0.5513977473,0.3602475019,0.7547231590,0.00000000
28440.000000,7.9000000000,0.7528709313,0.7310487474,0.6648727056,0.5499742658,0.3590218592,0.7528709313,0.00000000
28500.000000,7.9166666667,0.7510257409,0.7292541148,0.6632258505,0.5485565091,0.3578007864,0.7510257409,0.00000000
28560.000000,7.9333333333,0.7491875605,0.7274663326,0.6615853878,0.5471444557,0.3565842670,0.7491875605,0.00000000
28620.000000,7.9500000000,0.7473563627,0.7256853743,0.6599512930,0.5457380844,0.3553722845,0.7473563627,0.00000000
28680.000000,7.9666666667,0.7455321205,0.7239112133,0.6583235413,0.5443373737,0.3541648223,0.7455321205,0.00000000
28740.000000,7.9833333333,0.7437148068,0.7221438233,0.6567021083,0.5429423026,0.3529618641,0.7437148068,0.00000000
28800.000000,8.0000000000,0.7419043946,0.7203831780,0.6550869696,0.5415528498,0.3517633935,0.7419043946,0.00000000
28860.000000,8.0166666667,0.7401008570,0.7186292511,0.6534781009,0.5401689943,0.3505693944,0.7401008570,0.00000000
28920.000000,8.0333333333,0.7383041674,0.7168820165,0.6518754780,0.5387907152,0.3493798504,0.7383041674,0.00000000
28980.000000,8.0500000000,0.7365142991,0.7151414483,0.6502790766,0.5374179914,0.3481947456,0.7365142991,0.00000000
29040.000000,8.0666666667,0.7347312255,0.7134075204,0.6486888728,0.5360508021,0.3470140638,0.7347312255,0.00000000
29100.000000,8.0833333333,0.7329549201,0.7116802070,0.6471048426,0.5346891266,0.3458377890,0.7329549201,0.00000000
29160.000000,8.1000000000,0.7311853567,0.7099594825,0.6455269620,0.5333329442,0.3446659054,0.7311853567,0.00000000
29220.000000,8.1166666667,0.7294225089,0.7082453211,0.6439552074,0.5319822341,0.3434983971,0.7294225089,0.00000000
29280.000000,8.1333333333,0.7276663506,0.7065376974,0.6423895549,0.5306369758,0.3423352483,0.7276663506,0.00000000
29340.000000,8.1500000000,0.7259168557,0.7048365859,0.6408299809,0.5292971489,0.3411764433,0.7259168557,0.00000000
29400.000000,8.1666666667,0.7241739983,0.7031419612,0.6392764619,0.5279627329,0.3400219665,0.7241739983,0.00000000
29460.000000,8.1833333333,0.7224377524,0.7014537981,0.6377289745,0.5266337074,0.3388718022,0.7224377524,0.00000000
29520.000000,8.2000000000,0.7207080924,0.6997720713,0.6361874952,0.5253100522,0.3377259350,0.7207080924,0.00000000
29580.000000,8.2166666667,0.7189849925,0.6980967559,0.6346520008,0.5239917470,0.3365843494,0.7189849925,0.00000000
29640.000000,8.2333333333,0.7172684271,0.6964278268,0.6331224680,0.5226787717,0.3354470300,0.7172684271,0.00000000
29700.000000,8.2500000000,0.7155583708,0.6947652592,0.6315988737,0.5213711061,0.3343139616,0.7155583708,0.00000000
29760.000000,8.2666666667,0.7138547982,0.6931090282,0.6300811949,0.5200687303,0.3331851288,0.7138547982,0.00000000
29820.000000,8.2833333333,0.7121576839,0.6914591091,0.6285694086,0.5187716243,0.3320605165,0.7121576839,0.00000000
29880.000000,8.3000000000,0.7104670028,0.6898154773,0.6270634919,0.5174797682,0.3309401095,0.7104670028,0.00000000
29940.000000,8.3166666667,0.7087827297,0.6881781083,0.6255634221,0.5161931423,0.3298238929,0.7087827297,0.00000000
30000.000000,8.3333333333,0.7071048396,0.6865469776,0.6240691763,0.5149117267,0.3287118515,0.7071048396,0.00000000
30060.000000,8.3500000000,0.7054333076,0.6849220609,0.6225807320,0.5136355017,0.3276039706,0.7054333076,0.00000000
30120.000000,8.3666666667,0.7037681089,0.6833033339,0.6210980666,0.5123644478,0.3265002352,0.7037681089,0.00000000
30180.000000,8.3833333333,0.7021092187,0.6816907725,0.6196211577,0.5110985454,0.3254006305,0.7021092187,0.00000000
30240.000000,8.4000000000,0.7004566123,0.6800843526,0.6181499828,0.5098377750,0.3243051418,0.7004566123,0.00000000
30300.000000,8.4166666667,0.6988102652,0.6784840501,0.6166845196,0.5085821171,0.3232137545,0.6988102652,0.00000000
30360.000000,8.4333333333,0.6971701530,0.6768898412,0.6152247459,0.5073315525,0.3221264538,0.6971701530,0.00000000
30420.000000,8.4500000000,0.6955362511,0.6753017020,0.6137706395,0.5060860618,0.3210432254,0.6955362511,0.00000000
30480.000000,8.4666666667,0.6939085355,0.6737196089,0.6123221783,0.5048456258,0.3199640547,0.6939085355,0.00000000
30540.000000,8.4833333333,0.6922869817,0.6721435381,0.6108793404,0.5036102254,0.3188889273,0.6922869817,0.00000000
30600.000000,8.5000000000,0.6906715658,0.6705734661,0.6094421039,0.5023798413,0.3178178288,0.6906715658,0.00000000
30660.000000,8.5166666667,0.6890622638,0.6690093695,0.6080104468,0.5011544547,0.3167507450,0.6890622638,0.00000000
30720.000000,8.5333333333,0.6874590516,0.6674512248,0.6065843474,0.4999340464,0.3156876616,0.6874590516,0.00000000
30780.000000,8.5500000000,0.6858619054,0.6658990088,0.6051637840,0.4987185977,0.3146285645,0.6858619054,0.00000000
30840.000000,8.5666666667,0.6842708015,0.6643526983,0.6037487350,0.4975080896,0.3135734395,0.6842708015,0.00000000
30900.000000,8.5833333333,0.6826857163,0.6628122700,0.6023391789,0.4963025033,0.3125222726,0.6826857163,0.00000000
30960.000000,8.6000000000,0.6811066261,0.6612777011,0.6009350943,0.4951018202,0.3114750499,0.6811066261,0.00000000
31020.000000,8.6166666667,0.6795335074,0.6597489684,0.5995364596,0.4939060216,0.3104317575,0.6795335074,0.00000000
31080.000000,8.6333333333,0.6779663368,0.6582260491,0.5981432537,0.4927150888,0.3093923814,0.6779663368,0.00000000
31140.000000,8.6500000000,0.6764050911,0.6567089206,0.5967554553,0.4915290033,0.3083569078,0.6764050911,0.00000000
31200.000000,8.6666666667,0.6748497469,0.6551975599,0.5953730432,0.4903477467,0.3073253231,0.6748497469,0.00000000
31260.000000,8.6833333333,0.6733002811,0.6536919445,0.5939959964,0.4891713004,0.3062976136,0.6733002811,0.00000000
31320.000000,8.7000000000,0.6717566708,0.6521920520,0.5926242938,0.4879996463,0.3052737657,0.6717566708,0.00000000
31380.000000,8.7166666667,0.6702188928,0.6506978597,0.5912579146,0.4868327658,0.3042537657,0.6702188928,0.00000000
31440.000000,8.7333333333,0.6686869243,0.6492093453,0.5898968378,0.4856706409,0.3032376002,0.6686869243,0.00000000
31500.000000,8.7500000000,0.6671607424,0.6477264866,0.5885410427,0.4845132534,0.3022252559,0.6671607424,0.00000000
31560.000000,8.7666666667,0.6656403246,0.6462492613,0.5871905086,0.4833605850,0.3012167192,0.6656403246,0.00000000
31620.000000,8.7833333333,0.6641256480,0.6447776473,0.5858452149,0.4822126178,0.3002119769,0.6641256480,0.00000000
31680.000000,8.8000000000,0.6626166902,0.6433116225,0.5845051409,0.4810693337,0.2992110158,0.6626166902,0.00000000
31740.000000,8.8166666667,0.6611134287,0.6418511650,0.5831702662,0.4799307148,0.2982138226,0.6611134287,0.00000000
31800.000000,8.8333333333,0.6596158411,0.6403962529,0.5818405704,0.4787967433,0.2972203843,0.6596158411,0.00000000
31860.000000,8.8500000000,0.6581239051,0.6389468643,0.5805160331,0.4776674012,0.2962306876,0.6581239051,0.00000000
31920.000000,8.8666666667,0.6566375985,0.6375029776,0.5791966341,0.4765426708,0.2952447197,0.6566375985,0.00000000
31980.000000,8.8833333333,0.6551568991,0.6360645711,0.5778823532,0.4754225344,0.2942624676,0.6551568991,0.00000000
32040.000000,8.9000000000,0.6536817848,0.6346316232,0.5765731701,0.4743069744,0.2932839183,0.6536817848,0.00000000
32100.000000,8.9166666667,0.6522122337,0.6332041124,0.5752690650,0.4731959731,0.2923090590,0.6522122337,0.00000000
32160.000000,8.9333333333,0.6507482240,0.6317820173,0.5739700178,0.4720895129,0.2913378769,0.6507482240,0.00000000
32220.000000,8.9500000000,0.6492897336,0.6303653166,0.5726760085,0.4709875765,0.2903703594,0.6492897336,0.00000000
32280.000000,8.9666666667,0.6478367410,0.6289539890,0.5713870174,0.4698901464,0.2894064936,0.6478367410,0.00000000
32340.000000,8.9833333333,0.6463892245,0.6275480134,0.5701030246,0.4687972052,0.2884462671,0.6463892245,0.00000000
32400.000000,9.0000000000,0.6449471625,0.6261473686,0.5688240105,0.4677087356,0.2874896672,0.6449471625,0.00000000
32460.000000,9.0166666667,0.6435105335,0.6247520336,0.5675499555,0.4666247202,0.2865366815,0.6435105335,0.00000000
32520.000000,9.0333333333,0.6420793160,0.6233619875,0.5662808399,0.4655451421,0.2855872975,0.6420793160,0.00000000
32580.000000,9.0500000000,0.6406534889,0.6219772094,0.5650166442,0.4644699838,0.2846415029,0.6406534889,0.00000000
32640.000000,9.0666666667,0.6392330307,0.6205976785,0.5637573491,0.4633992285,0.2836992852,0.6392330307,0.00000000
32700.000000,9.0833333333,0.6378179203,0.6192233741,0.5625029352,0.4623328589,0.2827606323,0.6378179203,0.00000000
32760.000000,9.1000000000,0.6364081366,0.6178542756,0.5612533832,0.4612708582,0.2818255318,0.6364081366,0.00000000
32820.000000,9.1166666667,0.6350036586,0.6164903623,0.5600086739,0.4602132094,0.2808939717,0.6350036586,0.00000000
32880.000000,9.1333333333,0.6336044653,0.6151316139,0.5587687881,0.4591598957,0.2799659399,0.6336044653,0.00000000
32940.000000,9.1500000000,0.6322105359,0.6137780098,0.5575337067,0.4581109001,0.2790414242,0.6322105359,0.00000000
33000.000000,9.1666666667,0.6308218495,0.6124295298,0.5563034108,0.4570662059,0.2781204127,0.6308218495,0.00000000
33060.000000,9.1833333333,0.6294383856,0.6110861536,0.5550778814,0.4560257965,0.2772028934,0.6294383856,0.00000000
33120.000000,9.2000000000,0.6280601233,0.6097478609,0.5538570995,0.4549896551,0.2762888545,0.6280601233,0.00000000
33180.000000,9.2166666667,0.6266870422,0.6084146318,0.5526410465,0.4539577651,0.2753782842,0.6266870422,0.00000000
33240.000000,9.2333333333,0.6253191218,0.6070864460,0.5514297035,0.4529301100,0.2744711705,0.6253191218,0.00000000
33300.000000,9.2500000000,0.6239563417,0.6057632838,0.5502230518,0.4519066732,0.2735675019,0.6239563417,0.00000000
33360.000000,9.2666666667,0.6225986815,0.6044451251,0.5490210729,0.4508874383,0.2726672666,0.6225986815,0.00000000
33420.000000,9.2833333333,0.6212461209,0.6031319502,0.5478237482,0.4498723890,0.2717704530,0.6212461209,0.00000000
33480.000000,9.3000000000,0.6198986399,0.6018237392,0.5466310592,0.4488615087,0.2708770496,0.6198986399,0.00000000
33540.000000,9.3166666667,0.6185562183,0.6005204726,0.5454429875,0.4478547813,0.2699870449,0.6185562183,0.00000000
33600.000000,9.3333333333,0.6172188359,0.5992221307,0.5442595147,0.4468521905,0.2691004273,0.6172188359,0.00000000
33660.000000,9.3500000000,0.6158864730,0.5979286940,0.5430806226,0.4458537201,0.2682171855,0.6158864730,0.00000000
33720.000000,9.3666666667,0.6145591096,0.5966401430,0.5419062929,0.4448593539,0.2673373081,0.6145591096,0.00000000
33780.000000,9.3833333333,0.6132367259,0.5953564583,0.5407365075,0.4438690759,0.2664607839,0.6132367259,0.00000000
33840.000000,9.4000000000,0.6119193021,0.5940776207,0.5395712483,0.4428828700,0.2655876015,0.6119193021,0.00000000
33900.000000,9.4166666667,0.6106068187,0.5928036108,0.5384104972,0.4419007202,0.2647177499,0.6106068187,0.00000000
33960.000000,9.4333333333,0.6092992559,0.5915344095,0.5372542364,0.4409226105,0.2638512177,0.6092992559,0.00000000
34020.000000,9.4500000000,0.6079965943,0.5902699977,0.5361024478,0.4399485251,0.2629879940,0.6079965943,0.00000000
34080.000000,9.4666666667,0.6066988144,0.5890103564,0.5349551136,0.4389784481,0.2621280678,0.6066988144,0.00000000
34140.000000,9.4833333333,0.6054058969,0.5877554665,0.5338122162,0.4380123637,0.2612714279,0.6054058969,0.00000000
34200.000000,9.5000000000,0.6041178224,0.5865053093,0.5326737377,0.4370502562,0.2604180635,0.6041178224,0.00000000
34260.000000,9.5166666667,0.6028345718,0.5852598658,0.5315396605,0.4360921099,0.2595679636,0.6028345718,0.00000000
34320.000000,9.5333333333,0.6015561258,0.5840191173,0.5304099671,0.4351379091,0.2587211175,0.6015561258,0.00000000
34380.000000,9.5500000000,0.6002824653,0.5827830451,0.5292846398,0.4341876382,0.2578775144,0.6002824653,0.00000000
34440.000000,9.5666666667,0.5990135715,0.5815516307,0.5281636613,0.4332412817,0.2570371435,0.5990135715,0.00000000
34500.000000,9.5833333333,0.5977494252,0.5803248554,0.5270470142,0.4322988240,0.2561999940,0.5977494252,0.00000000
34560.000000,9.6000000000,0.5964900077,0.5791027008,0.5259346811,0.4313602498,0.2553660555,0.5964900077,0.00000000
34620.000000,9.6166666667,0.5952353001,0.5778851484,0.5248266447,0.4304255435,0.2545353173,0.5952353001,0.00000000
34680.000000,9.6333333333,0.5939852837,0.5766721799,0.5237228878,0.4294946899,0.2537077688,0.5939852837,0.00000000
34740.000000,9.6500000000,0.5927399398,0.5754637771,0.5226233933,0.4285676736,0.2528833996,0.5927399398,0.00000000
34800.000000,9.6666666667,0.5914992498,0.5742599218,0.5215281441,0.4276444794,0.2520621992,0.5914992498,0.00000000
34860.000000,9.6833333333,0.5902631953,0.5730605957,0.5204371231,0.4267250920,0.2512441572,0.5902631953,0.00000000
34920.000000,9.7000000000,0.5890317576,0.5718657808,0.5193503134,0.4258094963,0.2504292633,0.5890317576,0.00000000
34980.000000,9.7166666667,0.5878049185,0.5706754591,0.5182676981,0.4248976772,0.2496175071,0.5878049185,0.00000000
35040.000000,9.7333333333,0.5865826597,0.5694896126,0.5171892603,0.4239896195,0.2488088785,0.5865826597,0.00000000
35100.000000,9.7500000000,0.5853649628,0.5683082236,0.5161149832,0.4230853083,0.2480033672,0.5853649628,0.00000000
35160.000000,9.7666666667,0.5841518097,0.5671312741,0.5150448501,0.4221847286,0.2472009631,0.5841518097,0.00000000
35220.000000,9.7833333333,0.5829431822,0.5659587465,0.5139788443,0.4212878653,0.2464016560,0.5829431822,0.00000000
35280.000000,9.8000000000,0.5817390624,0.5647906229,0.5129169492,0.4203947037,0.2456054359,0.5817390624,0.00000000
35340.000000,9.8166666667,0.5805394322,0.5636268860,0.5118591483,0.4195052289,0.2448122928,0.5805394322,0.00000000
35400.000000,9.8333333333,0.5793442737,0.5624675180,0.5108054251,0.4186194261,0.2440222167,0.5793442737,0.00000000
35460.000000,9.8500000000,0.5781535692,0.5613125015,0.5097557631,0.4177372805,0.2432351977,0.5781535692,0.00000000
35520.000000,9.8666666667,0.5769673006,0.5601618191,0.5087101460,0.4168587775,0.2424512259,0.5769673006,0.00000000
35580.000000,9.8833333333,0.5757854505,0.5590154534,0.5076685574,0.4159839023,0.2416702914,0.5757854505,0.00000000
35640.000000,9.9000000000,0.5746080011,0.5578733871,0.5066309811,0.4151126403,0.2408923846,0.5746080011,0.00000000
35700.000000,9.9166666667,0.5734349348,0.5567356031,0.5055974009,0.4142449771,0.2401174956,0.5734349348,0.00000000
35760.000000,9.9333333333,0.5722662342,0.5556020841,0.5045678006,0.4133808979,0.2393456148,0.5722662342,0.00000000
35820.000000,9.9500000000,0.5711018817,0.5544728131,0.5035421641,0.4125203885,0.2385767325,0.5711018817,0.00000000
35880.000000,9.9666666667,0.5699418600,0.5533477729,0.5025204755,0.4116634342,0.2378108391,0.5699418600,0.00000000
35940.000000,9.9833333333,0.5687861518,0.5522269468,0.5015027188,0.4108100208,0.2370479250,0.5687861518,0.00000000
36000.000000,10.0000000000,0.5676347398,0.5511103176,0.5004888780,0.4099601339,0.2362879807,0.5676347398,0.00000000
36060.000000,10.0166666667,0.5664876068,0.5499978687,0.4994789372,0.4091137591,0.2355309968,0.5664876068,0.00000000
36120.000000,10.0333333333,0.5653447357,0.5488895831,0.4984728808,0.4082708822,0.2347769638,0.5653447357,0.00000000
36180.000000,10.0500000000,0.5642061093,0.5477854443,0.4974706929,0.4074314891,0.2340258724,0.5642061093,0.00000000
36240.000000,10.0666666667,0.5630717109,0.5466854354,0.4964723578,0.4065955654,0.2332777131,0.5630717109,0.00000000
36300.000000,10.0833333333,0.5619415233,0.5455895400,0.4954778600,0.4057630971,0.2325324767,0.5619415233,0.00000000
36360.000000,10.1000000000,0.5608155297,0.5444977415,0.4944871838,0.4049340701,0.2317901540,0.5608155297,0.00000000
36420.000000,10.1166666667,0.5596937133,0.5434100234,0.4935003138,0.4041084704,0.2310507357,0.5596937133,0.00000000
36480.000000,10.1333333333,0.5585760574,0.5423263693,0.4925172344,0.4032862839,0.2303142125,0.5585760574,0.00000000
36540.000000,10.1500000000,0.5574625452,0.5412467629,0.4915379303,0.4024674967,0.2295805755,0.5574625452,0.00000000
36600.000000,10.1666666667,0.5563531602,0.5401711879,0.4905623860,0.4016520949,0.2288498156,0.5563531602,0.00000000
36660.000000,10.1833333333,0.5552478858,0.5390996279,0.4895905864,0.4008400646,0.2281219235,0.5552478858,0.00000000
36720.000000,10.2000000000,0.5541467055,0.5380320670,0.4886225162,0.4000313919,0.2273968905,0.5541467055,0.00000000
36780.000000,10.2166666667,0.5530496028,0.5369684889,0.4876581601,0.3992260632,0.2266747074,0.5530496028,0.00000000
36840.000000,10.2333333333,0.5519565615,0.5359088776,0.4866975031,0.3984240645,0.2259553654,0.5519565615,0.00000000
36900.000000,10.2500000000,0.5508675651,0.5348532172,0.4857405300,0.3976253823,0.2252388556,0.5508675651,0.00000000
36960.000000,10.2666666667,0.5497825975,0.5338014916,0.4847872259,0.3968300029,0.2245251690,0.5497825975,0.00000000
37020.000000,10.2833333333,0.5487016424,0.5327536850,0.4838375758,0.3960379126,0.2238142971,0.5487016424,0.00000000
37080.000000,10.3000000000,0.5476246837,0.5317097817,0.4828915647,0.3952490979,0.2231062308,0.5476246837,0.00000000
37140.000000,10.3166666667,0.5465517054,0.5306697658,0.4819491778,0.3944635452,0.2224009616,0.5465517054,0.00000000
37200.000000,10.3333333333,0.5454826914,0.5296336217,0.4810104002,0.3936812411,0.2216984807,0.5454826914,0.00000000
37260.000000,10.3500000000,0.5444176258,0.5286013337,0.4800752173,0.3929021721,0.2209987795,0.5444176258,0.00000000
37320.000000,10.3666666667,0.5433564927,0.5275728863,0.4791436144,0.3921263247,0.2203018493,0.5433564927,0.00000000
37380.000000,10.3833333333,0.5422992764,0.5265482639,0.4782155767,0.3913536857,0.2196076817,0.5422992764,0.00000000
37440.000000,10.4000000000,0.5412459609,0.5255274512,0.4772910896,0.3905842416,0.2189162680,0.5412459609,0.00000000
37500.000000,10.4166666667,0.5401965307,0.5245104325,0.4763701388,0.3898179792,0.2182275997,0.5401965307,0.00000000
37560.000000,10.4333333333,0.5391509700,0.5234971928,0.4754527095,0.3890548852,0.2175416685,0.5391509700,0.00000000
37620.000000,10.4500000000,0.5381092633,0.5224877166,0.4745387875,0.3882949465,0.2168584658,0.5381092633,0.00000000
37680.000000,10.4666666667,0.5370713951,0.5214819887,0.4736283582,0.3875381499,0.2161779833,0.5370713951,0.00000000
37740.000000,10.4833333333,0.5360373499,0.5204799939,0.4727214075,0.3867844822,0.2155002126,0.5360373499,0.00000000
37800.000000,10.5000000000,0.5350071122,0.5194817172,0.4718179209,0.3860339304,0.2148251454,0.5350071122,0.00000000
37860.000000,10.5166666667,0.5339806668,0.5184871435,0.4709178843,0.3852864813,0.2141527734,0.5339806668,0.00000000
37920.000000,10.5333333333,0.5329579983,0.5174962578,0.4700212836,0.3845421221,0.2134830884,0.5329579983,0.00000000
37980.000000,10.5500000000,0.5319390915,0.5165090451,0.4691281044,0.3838008398,0.2128160822,0.5319390915,0.00000000
38040.000000,10.5666666667,0.5309239312,0.5155254906,0.4682383329,0.3830626213,0.2121517465,0.5309239312,0.00000000
38100.000000,10.5833333333,0.5299125023,0.5145455794,0.4673519549,0.3823274539,0.2114900733,0.5299125023,0.00000000
38160.000000,10.6000000000,0.5289047897,0.5135692967,0.4664689565,0.3815953247,0.2108310544,0.5289047897,0.00000000
38220.000000,10.6166666667,0.5279007784,0.5125966278,0.4655893238,0.3808662209,0.2101746818,0.5279007784,0.00000000
38280.000000,10.6333333333,0.5269004535,0.5116275581,0.4647130428,0.3801401297,0.2095209474,0.5269004535,0.00000000
38340.000000,10.6500000000,0.5259038001,0.5106620730,0.4638400998,0.3794170384,0.2088698433,0.5259038001,0.00000000
38400.000000,10.6666666667,0.5249108033,0.5097001578,0.4629704810,0.3786969343,0.2082213614,0.5249108033,0.00000000
38460.000000,10.6833333333,0.5239214484,0.5087417982,0.4621041727,0.3779798048,0.2075754937,0.5239214484,0.00000000
38520.000000,10.7000000000,0.5229357207,0.5077869796,0.4612411612,0.3772656373,0.2069322325,0.5229357207,0.00000000
38580.000000,10.7166666667,0.5219536054,0.5068356876,0.4603814329,0.3765544192,0.2062915698,0.5219536054,0.00000000
38640.000000,10.7333333333,0.5209750880,0.5058879080,0.4595249742,0.3758461379,0.2056534977,0.5209750880,0.00000000
38700.000000,10.7500000000,0.5200001538,0.5049436264,0.4586717715,0.3751407810,0.2050180086,0.5200001538,0.00000000
38760.000000,10.7666666667,0.5190287885,0.5040028286,0.4578218115,0.3744383361,0.2043850944,0.5190287885,0.00000000
38820.000000,10.7833333333,0.5180609775,0.5030655005,0.4569750807,0.3737387907,0.2037547476,0.5180609775,0.00000000
38880.000000,10.8000000000,0.5170967065,0.5021316279,0.4561315657,0.3730421324,0.2031269605,0.5170967065,0.00000000
38940.000000,10.8166666667,0.5161359612,0.5012011967,0.4552912531,0.3723483489,0.2025017252,0.5161359612,0.00000000
39000.000000,10.8333333333,0.5151787272,0.5002741930,0.4544541298,0.3716574280,0.2018790341,0.5151787272,0.00000000
39060.000000,10.8500000000,0.5142249903,0.4993506028,0.4536201825,0.3709693573,0.2012588797,0.5142249903,0.00000000
39120.000000,10.8666666667,0.5132747364,0.4984304121,0.4527893980,0.3702841246,0.2006412543,0.5132747364,0.00000000
39180.000000,10.8833333333,0.5123279513,0.4975136072,0.4519617632,0.3696017179,0.2000261503,0.5123279513,0.00000000
39240.000000,10.9000000000,0.5113846210,0.4966001742,0.4511372650,0.3689221248,0.1994135602,0.5113846210,0.00000000
39300.000000,10.9166666667,0.5104447314,0.4956900993,0.4503158903,0.3682453334,0.1988034765,0.5104447314,0.00000000
39360.000000,10.9333333333,0.5095082687,0.4947833690,0.4494976262,0.3675713315,0.1981958917,0.5095082687,0.00000000
39420.000000,10.9500000000,0.5085752188,0.4938799694,0.4486824597,0.3669001072,0.1975907983,0.5085752188,0.00000000
39480.000000,10.9666666667,0.5076455681,0.4929798871,0.4478703780,0.3662316484,0.1969881888,0.5076455681,0.00000000
39540.000000,10.9833333333,0.5067193026,0.4920831085,0.4470613683,0.3655659432,0.1963880560,0.5067193026,0.00000000
39600.000000,11.0000000000,0.5057964086,0.4911896201,0.4462554176,0.3649029797,0.1957903923,0.5057964086,0.00000000
39660.000000,11.0166666667,0.5048768724,0.4902994085,0.4454525133,0.3642427460,0.1951951905,0.5048768724,0.00000000
39720.000000,11.0333333333,0.5039606805,0.4894124602,0.4446526426,0.3635852303,0.1946024432,0.5039606805,0.00000000
39780.000000,11.0500000000,0.5030478191,0.4885287621,0.4438557930,0.3629304208,0.1940121431,0.5030478191,0.00000000
39840.000000,11.0666666667,0.5021382748,0.4876483006,0.4430619517,0.3622783057,0.1934242829,0.5021382748,0.00000000
39900.000000,11.0833333333,0.5012320342,0.4867710627,0.4422711063,0.3616288732,0.1928388554,0.5012320342,0.00000000
39960.000000,11.1000000000,0.5003290836,0.4858970352,0.4414832442,0.3609821118,0.1922558534,0.5003290836,0.00000000
40020.000000,11.1166666667,0.4994294099,0.4850262049,0.4406983530,0.3603380098,0.1916752695,0.4994294099,0.00000000
40080.000000,11.1333333333,0.4985329997,0.4841585587,0.4399164203,0.3596965555,0.1910970968,0.4985329997,0.00000000
40140.000000,11.1500000000,0.4976398396,0.4832940836,0.4391374336,0.3590577373,0.1905213279,0.4976398396,0.00000000
40200.000000,11.1666666667,0.4967499165,0.4824327666,0.4383613806,0.3584215438,0.1899479557,0.4967499165,0.00000000
40260.000000,11.1833333333,0.4958632172,0.4815745948,0.4375882492,0.3577879635,0.1893769732,0.4958632172,0.00000000
40320.000000,11.2000000000,0.4949797285,0.4807195553,0.4368180269,0.3571569848,0.1888083733,0.4949797285,0.00000000
40380.000000,11.2166666667,0.4940994375,0.4798676353,0.4360507017,0.3565285964,0.1882421488,0.4940994375,0.00000000
40440.000000,11.2333333333,0.4932223310,0.4790188220,0.4352862613,0.3559027868,0.1876782928,0.4932223310,0.00000000
